Hotel Name,Original price,Price after discount,Tax,Rating,location,Facility,Room Type,Room Size,Review,Original price_norm,Price after discount_norm,Rating_norm,Cluster
aqua octaviana villa,13.353476685668044,13.130333531178522,Inclusive of taxes,8.2,"Umalas, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour front desk, bar, water park","2 Bedroom Villa, Penthouse Suite with Jacuzzi, 1 Bedroom Suite Pool Villa, Deluxe Garden, 4 Bedroom Villa, 3 Bedroom Villa, One Bedroom Private Pool, 4 Bedroom Private Pool, Penthouse (Jacuzzi), One Bedroom Room with Private Pool",55 m² - 250 m²  ,"Great villa, will definitely come back again!",0.3344012877881764,0.33998599303004906,0.6603773583659663,0
arana suite,14.661035848276969,13.967889097048706,Inclusive of taxes,9.0,"Legian, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, airport transfer, family room, balcony/terrace, garden","Deluxe, Family Deluxe, Three Bedroom Suite, Deluxe Suite, Arana Villa, Family Suite, Family Room",28 m² - 84 m²  ,Comfortable hotel,0.5247332599808158,0.46055244512576593,0.8113207545639017,3
arena living,14.04662307257814,13.225643530608007,Inclusive of taxes,8.9,"Sanur, Bali","Cozy boutique hotel, swimming pool, free WiFi","Standard Room, Deluxe Room",30 m² - 50 m²,Small and comfortable hotel at an affordable price,0.4352976163149635,0.35370590481705866,0.7924528300391599,2
argasoka bungalows,12.665609185426066,12.377927112974284,Inclusive of taxes,8.8,"Monkey Forest, Bali","Free wifi, Swimming pool with view, Free parking, Spa, 24-hour reception, Yoga room, Massage, Airport transfer","Superior Family, Superior Double, Standard - 1 Double Bed, Deluxe Double, Standard Family, Family Superior, Family Room, Standard Double Room",12 m² - 30 m²  ,very nice place,0.23427336878292826,0.23167679412611467,0.773584905514418,1
argya santi resort,13.399996629152975,13.112315061750808,Inclusive of taxes,8.7,"Jimbaran, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour reception, restaurant, bar, yoga room","Three-Bedroom Villa with Private Pool, Deluxe Room, 3 Bedroom Villa, Private Pool, Standard Suite, Suite Pool View, Standard Room, Three-Bedroom Villa with Private Pool, Exclusive Double Room, Suite Pool View",29 m² - 170 m²  ,Great Stay for Family,0.34117286099340755,0.3373922272912499,0.7547169809896759,0
aria exclusive villa & spa,15.096444681204078,14.80876270134486,Inclusive of taxes,8.8,"Seminyak, Bali","Private pool, spa, free Wi-Fi, room service","Bedroom Pool Villa, Exclusive Pool Villa",180 m² - 200 m²  ,Outstanding attention and friendliness,0.5881125886191927,0.5815965301538372,0.773584905514418,0
ariks hotel ubud,12.798902129575252,12.100723240921731,Inclusive of taxes,8.4,"Ubud, Bali","Free Wi-Fi, spa, 24-hour reception, massage, airport transfer, shared kitchen, luggage storage, balcony/terrace","Standard Room, Deluxe Double Room, Deluxe Balcony, Superior Balcony",20 m² - 28 m²  ,very recommended and nice,0.2536758628839663,0.1917731880580828,0.6981132074154504,1
arimba at bisma,13.279368835614243,12.92269462427472,Inclusive of taxes,7.9,"Ubud, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, massage, airport transfer","Grand Suite, Deluxe, Suite, Suite with 1 King Bed, Terrace, Garden View, King Bed Suite with Garden View (Terrace)",37 m² - 91 m²  ,Perfect jungle resort,0.32361394167103935,0.31009629097020475,0.6037735847917409,3
arkamara dijiwa ubud,15.731378496526528,15.443696424074748,Inclusive of taxes,8.9,"Ubud, Bali","Free Wi-Fi, pool with a view, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Suite Room, Two Bedroom Pool Villa, Double or Twin Room, One Bedroom Pool Villa, Royal Pool Villa with Extra Benefit, Royal Two Bedroom Pool Villa, Pool Access Room, Royal Two Bedroom Pool Villa, One Bedroom Pool Villa with Rice Field View",53 m² - 270 m²  ,The best resort in Ubud Arkamara Dijiwa,0.6805353322608608,0.6729954884855561,0.7924528300391599,0
arnata guest house,11.80061253740951,11.51293546492023,Inclusive of taxes,7.5,"Susut, Bali","free WiFi, free parking, yoga room, pets allowed, garden, air conditioning in public areas, body thermometer, English","Twin Room with Shared Bathroom, Twin Room with Garden View, Family Room with Garden View",12 m² - 60 m²  ,"Nice green location with gardens and a shala to move or meditate but Things I didn't like The bed was very uncomfortable, the room was moldy, the staff was absent",0.1083620351584366,0.10716090724289329,0.5283018866927732,4
artaloka hotel penida,13.41004744985411,13.122365377402328,Inclusive of taxes,8.3,"Nusa Penida, Bali","free WiFi, car park, 24-hour check-in, daily housekeeping, 24-hour security","Deluxe Double Room, Deluxe Twin Room",12 m² - 24 m²  ,"Beautiful hotel and nice swimming pool, there is hot water as well",0.34263588659171756,0.33883897416981307,0.6792452828907085,4
artotel haniman ubud,14.45087925012483,14.074670463182729,Inclusive of taxes,9.0,"Ubud, Bali","Restaurant, Spa, Free Wi-Fi, Room service","Studios 30, Studios 40",30 m² - 40 m²  ,A hotel with contemporary design and friendly service. Strategic location near the center of Ubud,0.4941422772249892,0.475923664647586,0.8113207545639017,2
artotel sanur - bali,13.983226807962962,13.760083468047164,Inclusive of taxes,8.8,"Sanur, Bali","Beach, free wifi, pool with view, free parking, spa, 24 hour front desk, restaurant, bar","Studio 30, Studio 55, Studio 40, Studio",30 m² - 55 m²,A comfortable and beautiful boutique hotel,0.4260694785611218,0.4306387433545833,0.773584905514418,3
aru house ubud,11.80061253740951,11.51293546492023,Inclusive of taxes,8.4,"Monkey Forest, Bali","Free WiFi, free parking, 24-hour reception, restaurant, bar, airport transfer, balcony/terrace, garden","Dormitory, Room Assigned on Arrival, Shared Dormitory (1 Twin Bed), Bed in 10-Bed Mixed Dormitory Room, Single Bunk Bed Room with Garden View",30 m² - 35 m²  ,"Very good for the price-quality ratio. I recommend it, the location is very good and convenient.",0.1083620351584366,0.10716090724289329,0.6981132074154504,4
aryaduta bali,14.137594781770806,13.849912950864715,Inclusive of taxes,8.7,"Kuta, Bali","Swimming pool, international restaurant, rooftop bar, fitness center",Deluxe Room,20 m² - 35 m²,"Comfortable and strategic, close to Kuta tourist area",0.44853971297835876,0.44356973262650456,0.7547169809896759,3
asher bali transit,12.775169064210813,12.487488878546145,Inclusive of taxes,7.3,"Tuban, Bali","Free Wi-Fi, 24-hour reception, room service, daily housekeeping, air conditioning in public areas, elevator, shared lounge/TV area, CCTV in public areas",Standard Double or Twin Room,20 m² - 20 m²  ,Very comfortable and close to the airport,0.250221211449321,0.24744825323715033,0.4905660376432894,4
ashoka tree resort at tanggayuda,14.04662307257814,13.312654757285246,Inclusive of taxes,8.6,"Kedewatan, Bali","Riverside view, spa, yoga retreat, swimming pool","Deluxe Room, Suite, Villa with Pool",40 m² - 120 m²,Exotic resort on the river bank with a natural feel,0.4352976163149635,0.3662312050126004,0.735849056464934,3
askara guest house & hostel,12.206077645517674,11.918397239722838,Inclusive of taxes,8.2,"Ubud, Bali","free WiFi, swimming pool, 24-hour front desk, airport transfer, family room, shared kitchen, luggage storage, balcony/terrace","Deluxe Room, Single Bed in Dormitory Room, Superior Twin Room, Executive Triple Room, Deluxe Quadruple Room, Queen Room, Shared Dormitory, Non Smoking, Room Assigned on Arrival",14 m² - 40 m²  ,"New property, very clean, great staff",0.16738267138536503,0.16552728869914152,0.6603773583659663,1
askara villa,14.406071703765585,14.322690143001864,Inclusive of taxes,8.0,"Canggu, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, massage, airport transfer","One Bedroom Villa with Private Pool, Villa With Private Pool, One Bedroom Villa, VILLA 1 BEDROOM PRIVATE POOL, Room Assigned on Arrival, VILLA, 1 BEDROOM PRIVATE POOL, One Bedroom Villa with Private Pool (No Window), VILLA DOUBLE BED PRIVATE POOL, VILLA SINGLE ROOM PRIVATE POOL, DOUBLE ROOM HOUSE DOUBLE BED EXTRABED 1 BEDROOM PRIVATE POOL",200 m² - 300 m²  ,Very good,0.48761996533919133,0.5116261948010822,0.6226415093164828,0
asoka city bali,12.873904582205107,12.586223364451623,Inclusive of taxes,8.0,"Kuta, Bali","Swimming pool, free Wi-Fi, free parking","Standard Room, Deluxe Room, Family Suite",22 m² - 38 m²  ,Clean and comfortable hotel at an affordable price. Close to various places to eat,0.26459342985649414,0.2616611211950514,0.6226415093164828,1
asri sari ubud resort & villa,13.487007879880162,12.570719231334277,Inclusive of taxes,7.9,"Ubud, Bali","Beach, Free wifi, Swimming pool, Free parking, Spa, 24-hour reception, Bar, Yoga room","1-Bedroom Villa, Deluxe Room, Two-Bedroom Villa, Suite with Pool View, Suites Room, 1 - Bedroom Villa Private Pool, One Bedroom Villa Pool, 1-bedroom Villa Private Pool, One Bedroom Villa - Private Pool, Suite Single Room Pool View",26 m² - 100 m²  ,Balinese style hotel villa surrounded by greenery for a relaxing holiday,0.35383846223535065,0.2594292951539504,0.6037735847917409,0
astagina resort villa and spa,15.040149440234977,14.341964815906916,Inclusive of taxes,8.4,"Legian, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar","2 Bedroom Pool Villa, 3 Bedroom Pool Villa, 2 Bedroom Garden Villa, 1 Bedroom Pool Villa, 2 Bedroom Suite, Suite Room, 1 Bedroom Temple Villa, 1 Bedroom Garden Villa, Deluxe Double Room with Terrace",31 m² - 200 m²  ,Amazing Stay,0.5799180957464343,0.5144007915229762,0.6981132074154504,0
aston kuta hotel & residence,14.503143060601191,14.34062421982664,Inclusive of taxes,8.6,"Kuta, Bali","Rooftop pool, restaurant, bar/lounge, free Wi-Fi, kids club","Superior Room, Junior Suite",24m² - 36m²,"Close to Ngurah Rai Airport and Kuta Beach, friendly and professional staff service",0.501749943789323,0.5142078121915998,0.735849056464934,3
atta mesari ubud,15.005120711454374,14.311974139574016,Inclusive of taxes,8.5,"Ubud, Bali","Free Wi-Fi, pool with view, free parking, spa, front desk [24-hour], restaurant, bar, yoga room","Two Bedroom Pool Villa, One Bedroom Pool Villa, Suite, Two Bedroom Villa, Grand Suite with Balcony, Pool Villa, Villa with Garden View, Suite with Terrace, 2 Bedroom Villa with Private Pool, 2 Bedroom Rice Terrace Pool Villa",50 m² - 200 m²  ,A nice resort but housekeeping spoiled my stay,0.5748192159229695,0.5100836219061138,0.7169811319401922,0
aurora house ubud,12.44521945882148,11.752076214750227,Inclusive of taxes,8.2,"Ubud, Bali","Free Wi-Fi, express check-in/check-out, airport transfer, balcony/terrace, garden, breakfast, room service, tour","Deluxe Double Room, Twin Room, Single Room, Double Room, Twin Room B, Deluxe Room, Double Room - Room Only FC, Single Room - Breakfast FC",12 m² - 49 m²  ,The location is quite central. The room is clean but small.,0.2021928232021443,0.14158531194320315,0.6603773583659663,1
avani seminyak bali resort,14.82636937617768,14.663850446679906,Inclusive of taxes,9.2,"Seminyak, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant","One Bedroom Pool Villa, Two Bedroom Suite, One Bedroom Suite, Two Bedroom Pool Villa, Two Bedroom Apartment Suite, Two Bedroom Apartment (2 BDS), One Bedroom Suite Apartment, Two Bedroom Apartment Suite, One Bedroom Apartment Suite, Two Bedroom Villa (2 BDR)",56 m² - 254 m²  ,Highly recommend!! hehe,0.5487996711496395,0.5607363542776345,0.8490566036133854,0
aventus resort ubud,13.615840583835682,13.259166163182412,Inclusive of taxes,8.3,"Tegallalang, Bali","free WiFi, swimming pool, free parking, balcony/terrace, garden, private check-in/check-out, non-smoking rooms, daily housekeeping","Deluxe Valley View Room, Copy of Deluxe Valley View, Deluxe Valley View with Bathtub, Deluxe Double Room Balcony, Bungalow Suite, Special Offer Room, Deluxe Room, Room Assigned on Arrival",24 m² - 48 m²  ,A cozy and warm little resort,0.3725917112874539,0.35853150091969477,0.6792452828907085,1
avisara villa and guesthouse,13.78090772596626,12.982402215186214,Inclusive of taxes,8.8,"Nusa Dua, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, massage, airport transfer","Two Bedroom Villa with Private Pool, Deluxe Room, Work from Hotel Package Deluxe Room, Deluxe Room, Basic Double or Twin Room, Two Bedroom Villa, Two Bedroom House",16 m² - 150 m²  ,This is a great family run guest house,0.3966193465978358,0.3186912220920606,0.773584905514418,0
awan bali house,13.199326270390594,12.506180941677357,Inclusive of taxes,8.9,"Ubud, Bali","Free Wi-Fi, swimming pool, car parking, 24-hour front desk, restaurant, airport transfer, luggage storage, balcony/terrace","Deluxe Room, Superior Room, Superior Room Smoking, Deluxe Room Smoking, Room Assigned on Arrival, Single Room Smoking Deluxe, Single Room Smoking Superior",32 m² - 45 m²  ,"An excellent location if you want to explore the Ubud palace area. This guesthouse has everything: clean rooms, a comfortable veranda for enjoying coffee and pool views, and a beautiful family temple on site",0.31196272179967405,0.25013898305367055,0.7924528300391599,1
awatara boutique resort,13.801174282904116,13.20333857325252,Inclusive of taxes,8.3,"Kedewatan, Bali","Outdoor swimming pool, non-smoking rooms, spa & wellness center, airport shuttle, room service, free parking, restaurant, tea/coffee maker in all rooms, bar, breakfast","Deluxe Double or Twin Room with Pool View, Super Deluxe Double Room with Pool View",33 m² - 42 m²  ,Friendly and welcoming staff,0.399569403361493,0.3504950974604108,0.6792452828907085,4
ayola bali jimbaran,12.85840043573314,12.570719231334277,Inclusive of taxes,8.4,"Jimbaran, Bali","Budget hotel, swimming pool, free WiFi","Standard Room, Deluxe Room",20 m² - 40 m²,Economical hotel with a strategic location in Jimbaran,0.2623366028925156,0.2594292951539504,0.6981132074154504,4
ayu laba beach villa and resto,13.247528873296742,12.959846800844963,Inclusive of taxes,8.3,"Nusa Penida, Bali","Beach, free Wi-Fi, swimming pool with view, free parking, spa, 24-hour front desk, restaurant, happy hour","Double Deluxe Room, Deluxe Bungalow with Sea View, Standard Villa 1 Bedroom, Standard Villa 1 Bedroom, Bungalow - Beach Front",20 m² - 50 m²  ,Nice! But don't expect too much because it's cheap. The breakfast is very good and the sunshine is also very nice.,0.31897922762082576,0.3154443613541128,0.6792452828907085,1
b hotel bali & spa,14.283601734637823,13.353476685668044,Inclusive of taxes,8.5,"West Denpasar, Bali","Free WiFi, swimming pool, fitness center, kids club, spa","Superior Room, Deluxe Room, Suite",32 m² - 60 m²,Suitable for family vacation with complete facilities,0.4697928937809537,0.3721075376087618,0.7169811319401922,3
bagus agro pelaga,14.547398047840515,14.259716135722138,Inclusive of taxes,8.7,"Plaga, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar, yoga room","Deluxe Double Room (2 Adults + 1 Child) (Superior Farm Room), Luxury Farm Villa, Two Bedroom Farm Villa with Private Pool, Two Bedroom Pool Villa, Large Double or Twin Room, Luxury One Bedroom Farm Villa, Deluxe Farm Room, Villa Two Bedroom Pool",28 m² - 166 m²  ,Quiet clean comfortable,0.5081918236227481,0.5025610617623231,0.7547169809896759,0
balam bali villa,13.35045785264374,12.872424003302957,Inclusive of taxes,8.9,"Mengwi, Bali","Free Wi-Fi, swimming pool, parking space, 24-hour check-in, fitness center, airport transfer, luggage storage, rooftop area","Family Triplex Room, Family Room with Pool Access, Deluxe Double Room B, Wood Suite, Deluxe Double Room A, Deluxe Room Pool Access, Family for 4, Standard Room Garden View, Quadruple Room for 4 People, Triple Room Pool Access",20 m² - 100 m²  ,A quiet place to enjoy the Balinese countryside,0.33396185800200157,0.3028598153712192,0.7924528300391599,1
balangan inn,12.154784614286667,11.86710429621008,Inclusive of taxes,7.9,"Jimbaran, Bali","Beach, Free wifi, Swimming pool, Free parking, Express check-in/check-out, Restaurant, Bar, Water sports","Standard - 1 Double, Superior Double Room, Double Capsule, Single Capsule, Single Bed in Dormitory Room, Standard Fan, Shared Room, Standard Room, Superior Room, 1 Bedroom",15 m² - 25 m²  ,"They have so good facilities, spacious room, clean. Near by Balangan Beach, restaurants and cafe. They also provide another facilities like rent bike/car and surfing lessons",0.15991631416566038,0.1581436493695478,0.6037735847917409,4
